facilityid,name,address,city,county,state,zip,capacity,type,securelvl,status,ice_facility,flood_risk_rating,flood_risk,confidence,distance,depth_cm_100_year_flood,heat_risk_rating,heat_risk,hist_90,hist_105,late45_90,late45_105,late85_90,late85_105,paris_90,paris_105,wildfire_risk_rating,wildfire_risk,mean_percentile,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,1446,STATE,MEDIUM,OPEN,N,1,Minimal,high,0.0,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.477661,-116.220354,1.0,rooftop,13500,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,306,STATE,MINIMUM,OPEN,N,1,Not Available,low,0.6141292033643088,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.481625,-116.231294,1.0,rooftop,13200,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,306,STATE,MINIMUM,OPEN,N,1,Not Available,low,0.6141292033643088,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.481625,-116.231294,1.0,rooftop,13200,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,306,STATE,MINIMUM,OPEN,N,1,Not Available,low,0.6141292033643088,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.481625,-116.231294,1.0,rooftop,13200,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,306,STATE,MINIMUM,OPEN,N,1,Not Available,low,0.6141292033643088,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.481625,-116.231294,1.0,rooftop,13200,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,306,STATE,MINIMUM,OPEN,N,1,Not Available,low,0.6141292033643088,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.481625,-116.231294,1.0,rooftop,13200,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ADA,ID,83634,306,STATE,MINIMUM,OPEN,N,1,Not Available,low,0.6141292033643088,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.481625,-116.231294,1.0,rooftop,13200,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001173,NORTH IDAHO CORRECTIONAL INSTITUTION,236 RADAR RD,COTTONWOOD,IDAHO,ID,83522,414,STATE,NOT AVAILABLE,OPEN,N,1,Minimal,high,0.0,0,1,Low,1.0628,0.0,9.93447,0.0627986,26.5242,1.55836,7.24437,0.0156997,6,extreme,99,46.07847,-116.427304,1.0,rooftop,236,Radar Rd,,,Cottonwood,ID,Idaho County,83522,US,Statewide ID
10001173,NORTH IDAHO CORRECTIONAL INSTITUTION,236 RADAR RD,COTTONWOOD,IDAHO,ID,83522,414,STATE,NOT AVAILABLE,OPEN,N,1,Minimal,high,0.0,0,1,Low,1.0628,0.0,9.93447,0.0627986,26.5242,1.55836,7.24437,0.0156997,6,extreme,99,46.07847,-116.427304,1.0,rooftop,236,Radar Rd,,,Cottonwood,ID,Idaho County,83522,US,Statewide ID
10001187,POCATELLO WOMEN'S CORRECTIONAL CENTER,1451 FORE RD,POCATELLO,BANNOCK,ID,83204,331,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,1,Low,2.18974,0.0,21.1282,0.0,48.9795,1.78462,15.641,0.0,6,extreme,99,42.842674,-112.450734,1.0,rooftop,1451,Fore Rd,,,Pocatello,ID,Bannock County,83204,US,Statewide ID
10001187,POCATELLO WOMEN'S CORRECTIONAL CENTER,1451 FORE RD,POCATELLO,BANNOCK,ID,83204,331,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0.0,0,1,Low,2.18974,0.0,21.1282,0.0,48.9795,1.78462,15.641,0.0,6,extreme,99,42.842674,-112.450734,1.0,rooftop,1451,Fore Rd,,,Pocatello,ID,Bannock County,83204,US,Statewide ID
10000567,LIMON CORRECTIONAL FACILITY,49030 STATE HIGHWAY 71 SOUTH,LIMON,LINCOLN,CO,80826,930,STATE,CLOSE,OPEN,N,1,Minimal,high,0.0,0,1,Low,7.03342,0.0,41.6864,0.0,77.2236,2.15681,35.8458,0.0,1,minimal,66,39.215512,-103.695518,0.99,range_interpolation,49030,State Hwy 71,,,Limon,CO,Lincoln County,80828,US,TIGER/Line® dataset from the US Census Bureau
10000567,LIMON CORRECTIONAL FACILITY,49030 STATE HIGHWAY 71 SOUTH,LIMON,LINCOLN,CO,80826,930,STATE,CLOSE,OPEN,N,1,Minimal,high,0.0,0,1,Low,7.03342,0.0,41.6864,0.0,77.2236,2.15681,35.8458,0.0,1,minimal,66,39.215512,-103.695518,0.99,range_interpolation,49030,State Hwy 71,,,Limon,CO,Lincoln County,80828,US,TIGER/Line® dataset from the US Census Bureau
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ADA,ID,83634,702,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.3186796551055515,0,2,Moderate,16.1453,0.0,54.838,1.09497,80.6034,10.7821,47.1453,0.251397,6,extreme,100,43.476489,-116.213387,1.0,rooftop,13900,S Pleasant Valley Rd,,,Kuna,ID,Ada County,83634,US,Ada
