Township,Range,Section,Description and Class,Mineral Acres,County,MERIDIAN,Legal Description Short,PLSSID,FRSTDIVID,SECDIVID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,STEWARD,TWNSHPLAB,FRSTDIVTYP,FRSTDIVTXT,FRSTDIVNO,FRSTDIVDUP,FRSTDIVLAB,SECDIVTYP,SECDIVTXT,SECDIVNO,SECDIVLAB,QSEC,QQSEC,GOVLOT,RECRDAREATX,RECRDAREANO,GISACRE,REVISEDDATE,GlobalID,OBJECTID,Shape.STArea(),Shape.STLength(),SECDIVNOTE
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ANWSW,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ANWSW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.94209611,1417737600000.0,{6FFEA9C8-49CC-4F4D-B535-FFD06CCE6AF4},1136024.0,332432.796772575,2306.3258207637105,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASENE,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASENE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,40.02586165,1417737600000.0,{E4FCB1DA-1395-49B8-89C0-1464D61567BC},1136017.0,333170.379286075,2308.898238369608,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASENW,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASENW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,39.95771527,1417737600000.0,{F6BE9A92-653A-46DE-BCDD-903A8BC4270D},1136015.0,332604.91437757,2306.9233729661205,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASESE,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASESE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.05898917,1417737600000.0,{536DAC34-C695-4F40-8D6C-978CCB05518A},1136038.0,333359.753664465,2309.567444035612,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASESW,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASESW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,39.9933878,1417737600000.0,{A36C2A0D-F655-4D44-8204-E00A211F2521},1136036.0,332815.7762652,2307.667949522189,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASWNE,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASWNE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,39.99124126,1417737600000.0,{C012CFB0-3612-48AB-AE10-ADCF9287B6F6},1136016.0,332883.049478055,2307.8945580122745,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASWNW,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASWNW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,39.92550792,1417737600000.0,{C8A261F2-17BD-482C-9116-2781F72024A3},1136014.0,332337.73143659,2305.9901361333878,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASWSE,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASWSE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.02658857,1417737600000.0,{E7E6FDC1-6746-48C1-BFD7-423637F132F5},1136037.0,333091.115752945,2308.629087835871,
127.0,55.0,29.0,ALL - T,640.0,Marshall County,5,ASWSW,SD051270N0550W0,SD051270N0550W0SN290,SD051270N0550W0SN290ASWSW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,29,0,29,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,39.95847145,1417737600000.0,{E5F473E3-990A-4DFA-8718-779089724F7A},1136032.0,332526.17225032,2306.6569423151054,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,L1,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300L1,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,L,Government Lot,1,L 1,NW,NWNW,L1,39.27 Acres,39.27,39.29091865,1417737600000.0,{7DC9B2CF-995E-4D25-AA64-287897FAA94B},1136000.0,327100.95293646,2287.909058198338,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,L2,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300L2,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,L,Government Lot,2,L 2,NW,SWNW,L2,39.33 Acres,39.33,39.36400889,1417737600000.0,{50A55A59-E580-45D8-85C1-E1F479192008},1136010.0,327666.97994969,2289.858678981517,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,L3,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300L3,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,L,Government Lot,3,L 3,SW,NWSW,L3,39.39 Acres,39.39,39.43517776,1417737600000.0,{E03E95C1-8DA8-47BC-B4F9-C06E933D4499},1136020.0,328216.966269825,2291.7523928397422,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,ANENE,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300ANENE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,39.88602767,1417737600000.0,{ADDEF0C0-0879-44DA-B18B-94899AB1172D},1136003.0,332052.796463585,2304.9918876679535,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,ANWNE,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300ANWNE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,39.90419073,1417737600000.0,{88E3F1D1-5A80-4510-99E1-E37F6C257BC9},1136002.0,332204.8098806,2305.5179092391654,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,ASENE,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300ASENE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,39.91179747,1417737600000.0,{4458FBD1-5BC8-4F02-BDAE-625CAE1172F6},1136013.0,332224.40794088,2305.582379683111,
127.0,55.0,30.0,"LOTS 1,2,3, NE4, E2NW, NE4SW, N2SE, SE4SE - T",517.99,Marshall County,5,ASWNE,SD051270N0550W0,SD051270N0550W0SN300,SD051270N0550W0SN300ASWNE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,30,0,30,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,39.93022358,1417737600000.0,{1EA6074A-E38F-4E2F-A43F-46CD6A9B9217},1136012.0,332378.5410874,2306.1155993842895,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L10,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L10,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,10,L 10,SE,SESE,L10,13.2 Acres,13.2,12.88569363,1417737600000.0,{57512D3A-E49B-4AB9-B281-3D35B137C3B4},1136084.0,107174.429189155,1791.247320775596,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L2,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L2,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,2,L 2,NW,SWNW,L2,39.52 Acres,39.52,39.34549181,1417737600000.0,{EA519FA6-1A32-4E5A-9158-18737BBBDB16},1136055.0,327343.73429783,2288.6246679145574,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L3,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L3,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,3,L 3,SW,NWSW,L3,39.56 Acres,39.56,39.37292792,1417737600000.0,{95091860-C206-4096-BE9E-3C56640FA11F},1136065.0,327529.84962594,2289.2703921795787,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L4,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L4,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,4,L 4,SW,SWSW,L4,39.59 Acres,39.59,39.45012389,1417737600000.0,{BE16A4B9-181D-46A2-9BAA-1C14D21B3067},1136076.0,328129.730504515,2291.357482443913,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L8,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L8,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,8,L 8,SW,NESW,L8,38.1 Acres,38.1,37.51721678,1417737600000.0,{316C0F60-E152-4F45-B8D1-767CF463F90B},1136064.0,312092.33215938,2381.064282833005,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L9,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L9,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,9,L 9,SE,SWSE,L9,35.5 Acres,35.5,34.69804144,1417737600000.0,{1BB0857E-5568-444B-B039-986B65047B76},1136075.0,288601.99575991,2181.0522830366385,
127.0,55.0,31.0,"LOTS 2,3,4,8,9,10, SE4SW  - T",245.47,Marshall County,5,L9,SD051270N0550W0,SD051270N0550W0SN310,SD051270N0550W0SN310L9,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,31,0,31,L,Government Lot,9,L 9,SE,NWSE,L9,35.5 Acres,35.5,0.50986944,1417737600000.0,{A6CDB1D9-FF64-491E-A126-193C3E39070B},1136073.0,4241.158948145,327.6130361373855,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,L1,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320L1,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,L,Government Lot,1,L 1,NW,NWNW,L1,37.3 Acres,37.3,37.4778482,1417737600000.0,{39D7171D-0FE5-46AA-B725-DE4D8C2FEFFB},1136043.0,311843.060981485,2515.794659092036,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,L2,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320L2,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,L,Government Lot,2,L 2,NW,SWNW,L2,36.5 Acres,36.5,36.21236955,1417737600000.0,{57B6CA5E-CB80-4BFB-914D-830F23893BE8},1136056.0,301274.21221457,2302.249174945856,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,L3,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320L3,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,L,Government Lot,3,L 3,SW,SWSW,L3,32.2 Acres,32.2,2.77149174,1417737600000.0,{9917FCA3-1069-4F5B-9F48-72CFF2452AF9},1136077.0,23052.928346265,745.0338613800529,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,L3,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320L3,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,L,Government Lot,3,L 3,SW,NWSW,L3,32.2 Acres,32.2,28.51759123,1417737600000.0,{85A27252-4BC4-4F8F-82B1-7EECA16CD94F},1136069.0,237226.678508255,2031.1345295095039,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,L4,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320L4,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,L,Government Lot,4,L 4,SW,SESW,L4,33.6 Acres,33.6,33.27045303,1417737600000.0,{974F4053-5EA4-48A4-A568-B98DCEAA9FA1},1136078.0,276727.10222572,2161.3583033843147,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,L5,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320L5,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,L,Government Lot,5,L 5,SW,SWSW,L5,1.5 Acres,1.5,1.39984004,1417737600000.0,{760B040E-0F8C-4665-9F1B-0A528B414231},1136086.0,11642.57791664,506.35688282225925,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,ANESE,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320ANESE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,39.71854438,1417737600000.0,{841D4CC7-FE0A-42A2-AEE5-B374633CCC09},1136068.0,330399.028866225,2299.219863162005,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,ANWSE,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320ANWSE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,39.63061515,1417737600000.0,{E37C6132-0A06-49AC-8EF0-3C67F1BE5DC5},1136067.0,329668.40846516,2296.677982728075,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,ASESE,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320ASESE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,39.71069748,1417737600000.0,{3107AFA2-0C28-4E16-B5FC-5E6795D559AE},1136080.0,330291.315467525,2298.8554607797387,
127.0,55.0,32.0,"LOTS 1,2,3,4,5, NE4NE, S2NE, E2NW, NE4SW, SE4 - T",541.1,Marshall County,5,ASWSE,SD051270N0550W0,SD051270N0550W0SN320,SD051270N0550W0SN320ASWSE,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,32,0,32,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,39.6228654,1417737600000.0,{0D79CEA7-D3F5-46FE-82A3-9590825975D7},1136079.0,329561.76425078,2296.3173886865206,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,L1,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330L1,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,L,Government Lot,1,L 1,NE,NWNE,L1,15.13 Acres,15.13,14.96473055,1417737600000.0,{EBFE3EC6-C276-4DB3-A1ED-2C6D1CFDCEF4},1136052.0,124514.54301723,1591.439264480409,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,L2,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330L2,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,L,Government Lot,2,L 2,NE,SWNE,L2,23.53 Acres,23.53,23.16573565,1417737600000.0,{964E5F3A-E79B-495B-8CFB-A578725BF17C},1136062.0,192727.207345985,1830.9317771607903,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,L3,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330L3,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,L,Government Lot,3,L 3,SE,NWSE,L3,31.93 Acres,31.93,32.20770023,1417737600000.0,{68FDDB47-B27B-478B-B240-FFB64C57370C},1136072.0,267917.766488635,2098.503932208601,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,L4,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330L4,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,L,Government Lot,4,L 4,SE,SESE,L4,40.33 Acres,40.33,1.5756033,1417737600000.0,{E6CBE87C-717D-412E-9B05-F60DA04BD79C},1136085.0,13104.294448725,781.9270921333032,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,L4,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330L4,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,L,Government Lot,4,L 4,SE,SWSE,L4,40.33 Acres,40.33,39.63143934,1417737600000.0,{204DFFFD-6B82-4A99-BA2D-6166C2CFAF53},1136083.0,329628.89302668,2272.174572909447,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,ANESW,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330ANESW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.17799771,1417737600000.0,{D179CE94-74A2-49F2-AF29-58E7AD12C3EB},1136071.0,334219.145780985,2312.5101158725124,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,ANWSW,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330ANWSW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.91789421,1417737600000.0,{FA06A6C7-D9E8-4259-90B8-1A49BF973205},1136070.0,332056.41775997,2304.9944069866683,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,ASESW,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330ASESW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,40.11812801,1417737600000.0,{4FB01BDC-2F8F-4823-BDBB-F0C7F482F79F},1136082.0,333677.8598436,2310.6907125075372,
127.0,55.0,33.0,"LOTS 1,2,3,4, NW4NW, S2NW, SW4 - T",390.92,Marshall County,5,ASWSW,SD051270N0550W0,SD051270N0550W0SN330,SD051270N0550W0SN330ASWSW,SD,05,5th Meridian,127,0,N,055,0,W,0,BLM Cadastral - MT,127N 55W,SN,Section,33,0,33,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,39.8579257,1417737600000.0,{27624624-2958-429D-90DD-D870FC03916E},1136081.0,331514.88435756,2303.174167932052,
127.0,56.0,19.0,"LOTS 9, 10, 11 - T",14.21,Marshall County,5,L10,SD051270N0560W0,SD051270N0560W0SN190,SD051270N0560W0SN190L10,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,19,0,19,L,Government Lot,10,L 10,SE,NESE,L10,4.29 Acres,4.29,4.23758829,1417737600000.0,{A703CEA3-DBEB-4843-8603-9E39F35BA143},1136437.0,35289.23839046,1271.5331577488864,
127.0,56.0,19.0,"LOTS 9, 10, 11 - T",14.21,Marshall County,5,L11,SD051270N0560W0,SD051270N0560W0SN190,SD051270N0560W0SN190L11,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,19,0,19,L,Government Lot,11,L 11,SE,SESE,L11,4.63 Acres,4.63,4.59003672,1417737600000.0,{C48109F4-64ED-4006-98F5-EC9159384453},1136462.0,38219.41980027,1281.6660581761244,
127.0,56.0,19.0,"LOTS 9, 10, 11 - T",14.21,Marshall County,5,L9,SD051270N0560W0,SD051270N0560W0SN190,SD051270N0560W0SN190L9,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,19,0,19,L,Government Lot,9,L 9,NE,SENE,L9,5.29 Acres,5.29,5.21266952,1417737600000.0,{A42E081D-F69E-4B8F-B93E-E3EEABCDE605},1136687.0,43415.98402566,1672.0005394646917,C
127.0,56.0,19.0,"LOTS 9, 10, 11 - T",14.21,Marshall County,5,L9,SD051270N0560W0,SD051270N0560W0SN190,SD051270N0560W0SN190L9,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,19,0,19,L,Government Lot,9,L 9,NE,NENE,L9,5.29 Acres,5.29,5.21266952,1417737600000.0,{22B38AD4-AD54-47BB-9316-2DD0AE9E5C75},1136408.0,43415.98402566,1672.0005394646917,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L5,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L5,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,5,L 5,NE,NENE,L5,53.19 Acres,53.19,52.87611374,1417737600000.0,{D82AE777-0976-4A18-9FFB-0789F55BA2E7},1136412.0,440399.51845981,2683.3452887357057,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L5,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L5,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,5,L 5,NE,SENE,L5,53.19 Acres,53.19,52.87611374,1417737600000.0,{39FEE2BD-69AE-4C4D-81A0-0C2131C02DC6},1136691.0,440399.51845981,2683.3452887357057,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L6,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L6,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,6,L 6,NE,NWNE,L6,53.49 Acres,53.49,53.14900374,1417737600000.0,{33A290E2-A9E9-4E27-92E2-4114FA9ED622},1136411.0,442673.44069238,2690.4495573496492,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L6,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L6,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,6,L 6,NE,SWNE,L6,53.49 Acres,53.49,53.14900374,1417737600000.0,{32F9AACA-75A4-4EE2-B2BA-F7F97BA01956},1136690.0,442673.44069238,2690.4495573496492,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L7,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L7,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,7,L 7,NW,SENW,L7,53.79 Acres,53.79,53.51933514,1417737600000.0,{EB9A14C2-8A28-4146-8B1A-2DF215115D02},1136689.0,445759.089025615,2700.4835731361873,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L7,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L7,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,7,L 7,NW,NENW,L7,53.79 Acres,53.79,53.51933514,1417737600000.0,{E7A768DA-8484-4A6E-8323-F6FDD3453C38},1136410.0,445759.089025615,2700.4835731361873,C
127.0,56.0,20.0,"LOTS 5,6,7,8, S2 - T",534.56,Marshall County,5,L8,SD051270N0560W0,SD051270N0560W0SN200,SD051270N0560W0SN200L8,SD,05,5th Meridian,127,0,N,056,0,W,0,BLM Cadastral - MT,127N 56W,SN,Section,20,0,20,L,Government Lot,8,L 8,NW,NWNW,L8,54.09 Acres,54.09,53.80296645,1417737600000.0,{967458C1-9F71-49C2-AC9E-01E13FD46841},1136409.0,448122.602670405,2708.0673976768735,C
